baseline_modelName,target_isClose,period,GLOBAL_SEED,rmse,mae,r2,n_days,trading_days,skipped_trades,gap_skips,edge_skips,trade_rate,win_days,win_rate,compound_gross_return,total_return,annualized_return,cagr,sharpe_ratio,sortino_ratio,omega_ratio,max_drawdown,calmar_ratio,profit_factor,volatility,risk_free_rate,execution_threshold,max_gap
baseline_BuyAndHold,True,training,10,780.616931906994,716.2540588940235,-5.324936074250366,3262,3261,0,0,0,0.9996934396076027,1679,0.5148727384237963,1.331388067276047,1.0769871552611778,0.06757749178506645,0.06744424939914984,0.441307361189705,0.4313074310097893,1.082454280930039,0.443638441258952,0.1523256000839238,1.082454280930039,0.18853237393656844,0.0,0.0,0.02
baseline_BuyAndHold,True,validating,10,447.8703695622615,395.45019998890564,-3.5374677084450283,757,756,0,0,0,0.9986789960369881,418,0.5529100529100529,0.4146926234116757,0.3877718599184946,0.12241730690978159,0.12279645065398204,0.7834185471933404,0.7332600738671555,1.156380559126674,0.18220816418626676,0.6718541260568187,1.156380559126674,0.16477339949898062,0.0,0.0,0.02
baseline_BuyAndHold,True,testing,10,797.596768289989,742.9905490595872,-6.562029106469164,751,750,0,0,0,0.9986684420772304,402,0.536,0.4427783633803053,0.3983050034614397,0.13088865200405708,0.13082516639489805,0.9169512085303849,0.8925387816157369,1.1651257466330731,0.20430367714606895,0.6406573480832503,1.1651257466330731,0.1457572408239148,0.0,0.0,0.02
baseline_BuyAndHold,True,training,200,780.616931906994,716.2540588940235,-5.324936074250366,3262,3261,0,0,0,0.9996934396076027,1679,0.5148727384237963,1.331388067276047,1.0769871552611778,0.06757749178506645,0.06744424939914984,0.441307361189705,0.4313074310097893,1.082454280930039,0.443638441258952,0.1523256000839238,1.082454280930039,0.18853237393656844,0.0,0.0,0.02
baseline_BuyAndHold,True,validating,200,447.8703695622615,395.45019998890564,-3.5374677084450283,757,756,0,0,0,0.9986789960369881,418,0.5529100529100529,0.4146926234116757,0.3877718599184946,0.12241730690978159,0.12279645065398204,0.7834185471933404,0.7332600738671555,1.156380559126674,0.18220816418626676,0.6718541260568187,1.156380559126674,0.16477339949898062,0.0,0.0,0.02
baseline_BuyAndHold,True,testing,200,797.596768289989,742.9905490595872,-6.562029106469164,751,750,0,0,0,0.9986684420772304,402,0.536,0.4427783633803053,0.3983050034614397,0.13088865200405708,0.13082516639489805,0.9169512085303849,0.8925387816157369,1.1651257466330731,0.20430367714606895,0.6406573480832503,1.1651257466330731,0.1457572408239148,0.0,0.0,0.02
baseline_BuyAndHold,True,training,3000,780.616931906994,716.2540588940235,-5.324936074250366,3262,3261,0,0,0,0.9996934396076027,1679,0.5148727384237963,1.331388067276047,1.0769871552611778,0.06757749178506645,0.06744424939914984,0.441307361189705,0.4313074310097893,1.082454280930039,0.443638441258952,0.1523256000839238,1.082454280930039,0.18853237393656844,0.0,0.0,0.02
baseline_BuyAndHold,True,validating,3000,447.8703695622615,395.45019998890564,-3.5374677084450283,757,756,0,0,0,0.9986789960369881,418,0.5529100529100529,0.4146926234116757,0.3877718599184946,0.12241730690978159,0.12279645065398204,0.7834185471933404,0.7332600738671555,1.156380559126674,0.18220816418626676,0.6718541260568187,1.156380559126674,0.16477339949898062,0.0,0.0,0.02
baseline_BuyAndHold,True,testing,3000,797.596768289989,742.9905490595872,-6.562029106469164,751,750,0,0,0,0.9986684420772304,402,0.536,0.4427783633803053,0.3983050034614397,0.13088865200405708,0.13082516639489805,0.9169512085303849,0.8925387816157369,1.1651257466330731,0.20430367714606895,0.6406573480832503,1.1651257466330731,0.1457572408239148,0.0,0.0,0.02
baseline_BuyAndHold,True,training,40000,780.616931906994,716.2540588940235,-5.324936074250366,3262,3261,0,0,0,0.9996934396076027,1679,0.5148727384237963,1.331388067276047,1.0769871552611778,0.06757749178506645,0.06744424939914984,0.441307361189705,0.4313074310097893,1.082454280930039,0.443638441258952,0.1523256000839238,1.082454280930039,0.18853237393656844,0.0,0.0,0.02
baseline_BuyAndHold,True,validating,40000,447.8703695622615,395.45019998890564,-3.5374677084450283,757,756,0,0,0,0.9986789960369881,418,0.5529100529100529,0.4146926234116757,0.3877718599184946,0.12241730690978159,0.12279645065398204,0.7834185471933404,0.7332600738671555,1.156380559126674,0.18220816418626676,0.6718541260568187,1.156380559126674,0.16477339949898062,0.0,0.0,0.02
baseline_BuyAndHold,True,testing,40000,797.596768289989,742.9905490595872,-6.562029106469164,751,750,0,0,0,0.9986684420772304,402,0.536,0.4427783633803053,0.3983050034614397,0.13088865200405708,0.13082516639489805,0.9169512085303849,0.8925387816157369,1.1651257466330731,0.20430367714606895,0.6406573480832503,1.1651257466330731,0.1457572408239148,0.0,0.0,0.02
baseline_BuyAndHold,True,training,500000,780.616931906994,716.2540588940235,-5.324936074250366,3262,3261,0,0,0,0.9996934396076027,1679,0.5148727384237963,1.331388067276047,1.0769871552611778,0.06757749178506645,0.06744424939914984,0.441307361189705,0.4313074310097893,1.082454280930039,0.443638441258952,0.1523256000839238,1.082454280930039,0.18853237393656844,0.0,0.0,0.02
baseline_BuyAndHold,True,validating,500000,447.8703695622615,395.45019998890564,-3.5374677084450283,757,756,0,0,0,0.9986789960369881,418,0.5529100529100529,0.4146926234116757,0.3877718599184946,0.12241730690978159,0.12279645065398204,0.7834185471933404,0.7332600738671555,1.156380559126674,0.18220816418626676,0.6718541260568187,1.156380559126674,0.16477339949898062,0.0,0.0,0.02
baseline_BuyAndHold,True,testing,500000,797.596768289989,742.9905490595872,-6.562029106469164,751,750,0,0,0,0.9986684420772304,402,0.536,0.4427783633803053,0.3983050034614397,0.13088865200405708,0.13082516639489805,0.9169512085303849,0.8925387816157369,1.1651257466330731,0.20430367714606895,0.6406573480832503,1.1651257466330731,0.1457572408239148,0.0,0.0,0.02
baseline_ARIMA,True,training,10,16.812881249328033,9.61741191927163,0.9970659703562467,3262,1679,0,0,0,0.5147148988350705,826,0.4919594997022037,0.22214680740528014,0.3016297709634077,0.015618402236337259,0.015588359725813516,0.18663194117189036,0.1341768379109362,1.0470400483181475,0.3924060493614566,0.03980163471422606,1.0470400483181472,0.12485467692125572,0.0,0.0,0.02
baseline_ARIMA,True,validating,10,420.57685207037525,365.6259802713734,-3.0012862091026973,757,57,0,0,0,0.07529722589167767,32,0.5614035087719298,0.06824111394511112,0.06690944504218488,0.022218662495308017,0.022284359700762923,0.9112103773534143,0.31035929341398466,1.75820391552767,0.016503895212102774,1.346267787680477,1.75820391552767,0.02444406511779829,0.0,0.0,0.02
baseline_ARIMA,True,testing,10,807.5911785224191,753.7094021122878,-6.752730837397072,751,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_ARIMA,True,training,200,16.812881249328033,9.61741191927163,0.9970659703562467,3262,1679,0,0,0,0.5147148988350705,826,0.4919594997022037,0.22214680740528014,0.3016297709634077,0.015618402236337259,0.015588359725813516,0.18663194117189036,0.1341768379109362,1.0470400483181475,0.3924060493614566,0.03980163471422606,1.0470400483181472,0.12485467692125572,0.0,0.0,0.02
baseline_ARIMA,True,validating,200,420.57685207037525,365.6259802713734,-3.0012862091026973,757,57,0,0,0,0.07529722589167767,32,0.5614035087719298,0.06824111394511112,0.06690944504218488,0.022218662495308017,0.022284359700762923,0.9112103773534143,0.31035929341398466,1.75820391552767,0.016503895212102774,1.346267787680477,1.75820391552767,0.02444406511779829,0.0,0.0,0.02
baseline_ARIMA,True,testing,200,807.5911785224191,753.7094021122878,-6.752730837397072,751,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_ARIMA,True,training,3000,16.812881249328033,9.61741191927163,0.9970659703562467,3262,1679,0,0,0,0.5147148988350705,826,0.4919594997022037,0.22214680740528014,0.3016297709634077,0.015618402236337259,0.015588359725813516,0.18663194117189036,0.1341768379109362,1.0470400483181475,0.3924060493614566,0.03980163471422606,1.0470400483181472,0.12485467692125572,0.0,0.0,0.02
baseline_ARIMA,True,validating,3000,420.57685207037525,365.6259802713734,-3.0012862091026973,757,57,0,0,0,0.07529722589167767,32,0.5614035087719298,0.06824111394511112,0.06690944504218488,0.022218662495308017,0.022284359700762923,0.9112103773534143,0.31035929341398466,1.75820391552767,0.016503895212102774,1.346267787680477,1.75820391552767,0.02444406511779829,0.0,0.0,0.02
baseline_ARIMA,True,testing,3000,807.5911785224191,753.7094021122878,-6.752730837397072,751,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_ARIMA,True,training,40000,16.812881249328033,9.61741191927163,0.9970659703562467,3262,1679,0,0,0,0.5147148988350705,826,0.4919594997022037,0.22214680740528014,0.3016297709634077,0.015618402236337259,0.015588359725813516,0.18663194117189036,0.1341768379109362,1.0470400483181475,0.3924060493614566,0.03980163471422606,1.0470400483181472,0.12485467692125572,0.0,0.0,0.02
baseline_ARIMA,True,validating,40000,420.57685207037525,365.6259802713734,-3.0012862091026973,757,57,0,0,0,0.07529722589167767,32,0.5614035087719298,0.06824111394511112,0.06690944504218488,0.022218662495308017,0.022284359700762923,0.9112103773534143,0.31035929341398466,1.75820391552767,0.016503895212102774,1.346267787680477,1.75820391552767,0.02444406511779829,0.0,0.0,0.02
baseline_ARIMA,True,testing,40000,807.5911785224191,753.7094021122878,-6.752730837397072,751,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_ARIMA,True,training,500000,16.812881249328033,9.61741191927163,0.9970659703562467,3262,1679,0,0,0,0.5147148988350705,826,0.4919594997022037,0.22214680740528014,0.3016297709634077,0.015618402236337259,0.015588359725813516,0.18663194117189036,0.1341768379109362,1.0470400483181475,0.3924060493614566,0.03980163471422606,1.0470400483181472,0.12485467692125572,0.0,0.0,0.02
baseline_ARIMA,True,validating,500000,420.57685207037525,365.6259802713734,-3.0012862091026973,757,57,0,0,0,0.07529722589167767,32,0.5614035087719298,0.06824111394511112,0.06690944504218488,0.022218662495308017,0.022284359700762923,0.9112103773534143,0.31035929341398466,1.75820391552767,0.016503895212102774,1.346267787680477,1.75820391552767,0.02444406511779829,0.0,0.0,0.02
baseline_ARIMA,True,testing,500000,807.5911785224191,753.7094021122878,-6.752730837397072,751,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_LGBM,True,training,10,1.1551981380469027,0.4477110913713698,0.9999861486160809,3262,1757,0,0,0,0.5386266094420601,1262,0.7182697780307342,20075.842817388508,10.01929784577965,1.1497951114754223,1.1466567868445,6.2769741777612245,8.032173510677335,5.805710096110743,0.03821135195908392,30.09040645059101,5.805710096110743,0.12331148537897568,0.0,0.0,0.02
baseline_LGBM,True,validating,10,83.1450122537594,61.69761282708985,0.843619971333285,757,230,0,0,0,0.3038309114927345,119,0.5173913043478261,0.06604226566343185,0.07455135900697385,0.021517735382206915,0.021581338250450832,0.2960488708782555,0.1498895498991817,1.1045001089611752,0.13418681284507827,0.16035655759295536,1.1045001089611752,0.08382948863071896,0.0,0.0,0.02
baseline_LGBM,True,testing,10,414.0269818109295,309.5045208703737,-1.0376465932008334,751,21,0,0,0,0.02796271637816245,9,0.42857142857142855,-0.03195970961535122,-0.03135164331706641,-0.010840093352880609,-0.01083517279302304,-0.3819762717006609,-0.06410176895475753,0.6832063649667619,0.06684589538101031,-0.16216542977087686,0.6832063649667619,0.027541305835398787,0.0,0.0,0.02
baseline_LGBM,True,training,200,1.1288463733189908,0.4474714079040519,0.9999867733491195,3262,1760,0,0,0,0.539546290619252,1263,0.7176136363636364,19841.18528228248,10.007911239934224,1.1478434432609252,1.144711685812998,6.25697972848982,7.947662870025022,5.75020620597855,0.03595836919698533,31.921454417825988,5.750206205978548,0.12356494525164338,0.0,0.0,0.02
baseline_LGBM,True,validating,200,84.86650399352644,63.22335057589468,0.8370773335179582,757,222,0,0,0,0.29326287978863935,118,0.5315315315315315,0.10128570645203294,0.10674097433278451,0.032638273227521886,0.03273526946270744,0.4308525815990213,0.21171268062405843,1.1600268995279832,0.12948219432387706,0.2520676560815996,1.1600268995279832,0.08247211353749749,0.0,0.0,0.02
baseline_LGBM,True,testing,200,417.0873201158003,313.399568614671,-1.0678810219434558,751,18,0,0,0,0.023968042609853527,7,0.3888888888888889,-0.03377161400787332,-0.033675009834371994,-0.011461733719308143,-0.011456532620443327,-0.5301686237988449,-0.07685002320527391,0.545281157824936,0.05780095767689836,-0.19829660579982258,0.545281157824936,0.021313477412899143,0.0,0.0,0.02
baseline_LGBM,True,training,3000,1.1195051181062448,0.43662348976160836,0.9999869913456846,3262,1758,0,0,0,0.5389331698344574,1260,0.7167235494880546,19805.107769780538,10.006350134622686,1.1475414961459145,1.1444107544208313,6.2475505128404,7.939768497087408,5.733470009697838,0.0359583691969854,31.913057287428924,5.733470009697838,0.12373213399273582,0.0,0.0,0.02
baseline_LGBM,True,validating,3000,84.89344430848166,62.62347556713566,0.8369738796368329,757,208,0,0,0,0.2747688243064729,112,0.5384615384615384,0.12198840035065794,0.12529605231869534,0.03906036124962875,0.03917680234308363,0.5075299340178523,0.2398962049702116,1.1961767413470885,0.1294821943238771,0.3016658889169431,1.1961767413470885,0.08218269659252003,0.0,0.0,0.02
baseline_LGBM,True,testing,3000,417.42676189211875,313.05401598678606,-1.0712482345167649,751,20,0,0,0,0.02663115845539281,8,0.4,-0.023623031292843932,-0.02287304075244101,-0.007989808224693307,-0.007986176245374677,-0.29124844793989196,-0.05038084484890016,0.7363710324362955,0.06684589538101025,-0.11952578657451975,0.7363710324362955,0.02635244331596887,0.0,0.0,0.02
baseline_LGBM,True,training,40000,1.1085175475846971,0.4413591660308846,0.9999872454438249,3262,1754,0,0,0,0.5377069282648682,1260,0.7183580387685291,19968.61761503134,10.014269246018664,1.1489059357516518,1.1457706035329593,6.2629568508938185,7.94097534556215,5.778757789358607,0.035958369196985335,31.95100226758819,5.778757789358607,0.12352544532009442,0.0,0.0,0.02
baseline_LGBM,True,validating,40000,85.86401764815848,63.26300621833981,0.8332248667450732,757,216,0,0,0,0.285336856010568,113,0.5231481481481481,0.12283525130927808,0.12733950603784538,0.039321369809194096,0.03943860365391849,0.48520259898940155,0.24867084409085213,1.1883582716418148,0.13494800163706594,0.2913816383509436,1.1883582716418148,0.08736645290757485,0.0,0.0,0.02
baseline_LGBM,True,testing,40000,418.042678536412,313.56152032397694,-1.0773650317305812,751,20,0,0,0,0.02663115845539281,8,0.4,-0.023623031292843932,-0.02287304075244101,-0.007989808224693307,-0.007986176245374677,-0.29124844793989196,-0.05038084484890016,0.7363710324362955,0.06684589538101025,-0.11952578657451975,0.7363710324362955,0.02635244331596887,0.0,0.0,0.02
baseline_LGBM,True,training,500000,1.136199782455495,0.4498666749620414,0.9999866004686262,3262,1753,0,0,0,0.5374003678724709,1259,0.7181973759269823,19936.80061281706,10.01273792495606,1.1486412424480572,1.1455068008871554,6.259822777532554,7.947425186473587,5.7641158734988185,0.03595836919698533,31.943641163358343,5.764115873498819,0.12356839195547674,0.0,0.0,0.02
baseline_LGBM,True,validating,500000,85.77120302840122,64.07849458745585,0.8335852226870657,757,207,0,0,0,0.27344782034346105,108,0.5217391304347826,0.04663607713943985,0.05576788355581519,0.015289395628822033,0.015334450585689607,0.22591682023627804,0.10667980979601277,1.083432418052846,0.12991785200851325,0.11768510171966322,1.083432418052846,0.0821751030643058,0.0,0.0,0.02
baseline_LGBM,True,testing,500000,414.65557196641123,310.92195665344315,-1.0438385418251421,751,16,0,0,0,0.02130492676431425,6,0.375,-0.03704794720827598,-0.03729458191003443,-0.012587769646738356,-0.0125820608352335,-0.7179833272406401,-0.0896218977105208,0.38879945174799296,0.04535408860780687,-0.27754431922531464,0.38879945174799296,0.017429783285921607,0.0,0.0,0.02
baseline_LSTM,True,training,10,16.17647815489105,12.171712014361354,0.9972589823857976,3252,1790,0,0,0,0.550430504305043,1147,0.6407821229050279,1137.8432598969641,7.157292400966313,0.7252330148595552,0.7235330788745011,4.187337950003259,4.089003660641404,2.8395881801514253,0.07365248912548886,9.846687104137182,2.8395881801514253,0.13245268020265505,0.0,0.0,0.02
baseline_LSTM,True,validating,10,135.68088076443235,116.52138420217325,0.5714054320186321,747,16,0,0,0,0.0214190093708166,12,0.75,0.10573219937290301,0.10157787671409302,0.03448759345631425,0.03457546009727852,1.268383712726962,0.5965988155888087,8.773966507244953,0.006993607340149665,4.931302513700491,8.773966507244953,0.027016458169692538,0.0,0.0,0.02
baseline_LSTM,True,testing,10,287.21587335601566,250.52262188580676,0.02409239463714219,741,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_LSTM,True,training,200,15.843325479320086,12.047580414006044,0.9973707216596898,3252,1425,0,0,0,0.4381918819188192,959,0.6729824561403509,1270.5765017186138,7.253025080307411,0.7400346851362662,0.7382933205393338,4.5491874403469925,4.317201929165414,3.703452914184212,0.06392874066521012,11.575930910508166,3.703452914184212,0.12354789536996727,0.0,0.0,0.02
baseline_LSTM,True,validating,200,134.75873093906864,115.27419753885331,0.5772114870288465,747,22,0,0,0,0.029451137884872823,13,0.5909090909090909,0.08227362196325116,0.08110959308176946,0.027031091080921277,0.02709971220956464,0.724808697423663,0.35568919976168273,3.4224641082785783,0.01533090454919093,1.7631765297467599,3.4224641082785783,0.037751026529060205,0.0,0.0,0.02
baseline_LSTM,True,testing,200,282.6311287673483,241.35617234285382,0.05499999163082214,741,1,0,0,0,0.001349527665317139,0,0.0,-0.0011443172645898558,-0.0011443172645898558,-0.0003893075589321837,-0.00038931079476423047,-0.5831646179767074,-0.021423087538984538,0.0,0.0011443172645898558,-0.34020946024240806,0.0,0.0006673253404486941,0.0,0.0,0.02
baseline_LSTM,True,training,3000,17.46913924548373,12.831281720638861,0.9968034103544056,3252,1512,0,0,0,0.46494464944649444,1004,0.6640211640211641,937.0115152947634,6.951385144098893,0.6994903944086939,0.6978619633898451,4.292337107750381,3.847207942243345,3.331187925781533,0.07592300641372132,9.213154581853823,3.331187925781533,0.12549532060885918,0.0,0.0,0.02
baseline_LSTM,True,validating,3000,145.11785015103575,125.2471451561454,0.5097122684416736,747,28,0,0,0,0.03748326639892905,18,0.6428571428571429,0.11943068770196485,0.11589600390522048,0.03879339294777262,0.038892434558737365,0.8503670092344985,0.23400095657581482,2.970304260004679,0.031215145139910118,1.2427747099651745,2.970304260004679,0.04597714478099507,0.0,0.0,0.02
baseline_LSTM,True,testing,3000,366.56172978119787,313.9469480115553,-0.5895934657675568,741,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_LSTM,True,training,40000,20.936509745660434,15.303449905226591,0.9954085226903826,3252,1524,0,0,0,0.46863468634686345,1000,0.6561679790026247,686.625934030318,6.63830084204774,0.6590849524198674,0.6575673334315639,4.136890557245342,3.848666175264153,3.1912073163191175,0.05987480999251895,11.007716809493287,3.191207316319118,0.12434631015802675,0.0,0.0,0.02
baseline_LSTM,True,validating,40000,161.4160262047399,138.10182004057896,0.39339964905835567,747,30,0,0,0,0.040160642570281124,16,0.5333333333333333,0.06660104022647895,0.06715173218912929,0.021989558746441817,0.022045244469689473,0.5280909802513802,0.15273511987008734,1.912481234715617,0.0312151451399101,0.7044515938619514,1.912481234715617,0.04289714698472706,0.0,0.0,0.02
baseline_LSTM,True,testing,40000,371.4108573746524,323.0260001528762,-0.6319280859601024,741,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
baseline_LSTM,True,training,500000,16.66020557579248,12.40588635096251,0.9970926013314634,3252,1594,0,0,0,0.490159901599016,1048,0.657465495608532,753.9136458785133,6.732281632633641,0.6711309785381432,0.6695805069553096,4.189696393116561,3.8094187766573837,3.1179370060727694,0.10602073892554822,6.330185823449474,3.1179370060727694,0.12451730905062547,0.0,0.0,0.02
baseline_LSTM,True,validating,500000,125.76261911261179,106.31424787692434,0.6317756527926277,747,29,0,0,0,0.038821954484605084,18,0.6206896551724138,0.04917343699009291,0.048467593561078104,0.016325493530270574,0.016366721091228165,0.9222665832473452,0.22829182756368177,2.212308256926015,0.009217679639087706,1.7711066308967909,2.212308256926015,0.017728619671888393,0.0,0.0,0.02
baseline_LSTM,True,testing,500000,264.6821884404911,231.43508066854335,0.17121618752774292,741,1,0,0,0,0.001349527665317139,0,0.0,-0.004828002414001165,-0.004828002414001165,-0.001644534401820108,-0.00164454806221348,-0.5831646179767074,-0.021423087538984538,0.0,0.004828002414001165,-0.34062418797699284,0.0,0.00281552018335161,0.0,0.0,0.02
baseline_LSTM,False,training,10,0.1697393490571588,0.1268962707018375,0.9796259234582531,3252,1737,0,0,0,0.5341328413284133,1616,0.9303396660909614,971436.7744747244,13.89863522626961,1.9105122199955002,1.9048969701145109,9.417875428852177,37.9108018026362,107.47037892922721,0.010672593343532108,179.01105743463228,107.47037892922721,0.11435870244623059,0.0,0.0,0.02
